b12	b3	b4	b5	r12	delta3	delta4	delta5
0.526	0.242	0.352	0.437	0.981	-5.506	-0.349	-0.946
0.526	0.242	0.352	0.437	0.981	-5.506	-0.349	-0.946
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.526	0.243	0.349	0.443	0.981	-5.505	-0.314	-0.986
0.525	0.249	0.347	0.431	0.981	-5.496	-0.363	-0.917
0.525	0.249	0.347	0.431	0.981	-5.496	-0.363	-0.917
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.248	0.349	0.433	0.981	-5.478	-0.372	-0.895
0.525	0.249	0.354	0.427	0.982	-5.546	-0.35	-0.957
0.525	0.249	0.354	0.427	0.982	-5.546	-0.35	-0.957
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.524	0.248	0.356	0.429	0.982	-5.537	-0.348	-0.954
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.252	0.359	0.424	0.981	-5.533	-0.369	-0.92
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
0.523	0.254	0.354	0.425	0.981	-5.541	-0.346	-0.95
